arxiv,abstract
1112.4828,"We report a search for first generation scalar leptoquarks using 1.03 fb^-1 of proton-proton collisions data produced by the Large Hadron Collider at sqrt(s)=7 TeV and recorded by the ATLAS experiment. Leptoquarks are sought via their decay into an electron or neutrino and a quark, producing events with two oppositely charged electrons and at least two jets, or events with an electron, missing transverse momentum and at least two jets. Control data samples are used to validate background predictions from Monte Carlo simulation. In the signal region, the observed event yields are consistent with the background expectations. We exclude at 95% confidence level the production of first generation scalar leptoquark with masses m_LQ &lt; 660 (607) GeV when assuming the branching fraction of a leptoquark to a charged lepton is equal to 1.0 (0.5)."
1203.3172,"The results of a search for the production of second generation scalar leptoquarks are presented for final states consisting of either two oppositely charged muons and at least two jets or a muon plus missing transverse momentum and at least two jets. A total of 1.03/fb integrated luminosity of proton-proton collision data produced by the Large Hadron Collider at sqrt(s) = 7 TeV and recorded by the ATLAS detector is used for the search. The event yields in the signal regions are found to be consistent with the Standard Model background expectations. The production of second generation leptoquarks is excluded for a leptoquark mass m_LQ &lt; 594 (685) GeV at 95% confidence level, for a branching ratio of 0.5 (1.0) for leptoquark decay to a muon and a quark."
1508.04735,"Searches for pair-produced scalar leptoquarks are performed using 20 fb$^{-1}$ of proton-proton collision data provided by the LHC and recorded by the ATLAS detector at $\sqrt{s}=8$ TeV. Events with two electrons (muons) and two or more jets in the final state are used to search for first (second)-generation leptoquarks. The results from two previously published ATLAS analyses are interpreted in terms of third-generation leptoquarks decaying to $bν_τ\bar{b}\bar{ν_τ}$ and $tν_τ\bar{t}\bar{ν_τ}$ final states. No statistically significant excess above the Standard Model expectation is observed in any channel and scalar leptoquarks are excluded at 95% CL with masses up to $m_{\mathrm{LQ1}}$ &lt; 1050 GeV for first-generation leptoquarks, $m_{\mathrm{LQ2}}$ &lt; 1000 GeV for second-generation leptoquarks, $m_{\mathrm{LQ3}} &lt; $ 625 GeV for third-generation leptoquarks in the $bν_τ\bar{b}\bar{ν_τ}$ channel, and 200 $&lt; m_{\mathrm{LQ3}} &lt; $ 640 GeV in the $tν_τ\bar{t}\bar{ν_τ}$ channel."
1605.06035,"An inclusive search for a new-physics signature of lepton-jet resonances has been performed by the ATLAS experiment. Scalar leptoquarks, pair-produced in $pp$ collisions at $\sqrt{s}$ = 13 TeV at the Large Hadron Collider, have been considered. An integrated luminosity of 3.2 fb$^{-1}$, corresponding to the full 2015 dataset was used. First (second) generation leptoquarks were sought in events with two electrons (muons) and two or more jets. The observed event yield in each channel is consistent with Standard Model background expectations. The observed (expected) lower limits on the leptoquark mass at 95% confidence level are 1100 GeV and 1050 GeV (1160 GeV and 1040 GeV) for first and second generation leptoquarks, respectively, assuming a branching ratio into a charged lepton and a quark of 100%. Upper limits on the aforementioned branching ratio are also given as a function of leptoquark mass. Compared with the results of earlier ATLAS searches, the sensitivity is increased for leptoquark masses above 860 GeV, and the observed exclusion limits confirm and extend the published results."
1902.00377,"Searches for scalar leptoquarks pair-produced in proton-proton collisions at $\sqrt{s}=13$ TeV at the Large Hadron Collider are performed by the ATLAS experiment. A data set corresponding to an integrated luminosity of 36.1 fb$^{-1}$ is used. Final states containing two electrons or two muons and two or more jets are studied, as are states with one electron or muon, missing transverse momentum and two or more jets. No statistically significant excess above the Standard Model expectation is observed. The observed and expected lower limits on the leptoquark mass at 95% confidence level extend up to 1.29 TeV and 1.23 TeV for first- and second-generation leptoquarks, respectively, as postulated in the minimal Buchmüller-Rückl-Wyler model, assuming a branching ratio into a charged lepton and a quark of 50%. In addition, measurements of particle-level fiducial and differential cross sections are presented for the $Z\rightarrow ee$, $Z\rightarrowμμ$ and $t\bar{t}$ processes in several regions related to the search control regions. Predictions from a range of generators are compared with the measurements, and good agreement is seen for many of the observables. However, the predictions for the $Z\rightarrow\ell\ell$ measurements in observables sensitive to jet energies disagree with the data."
2006.05872,"A search for new-physics resonances decaying into a lepton and a jet performed by the ATLAS experiment is presented. Scalar leptoquarks pair-produced in $pp$ collisions at $\sqrt{s}=13$ TeV at the Large Hadron Collider are considered using an integrated luminosity of 139 fb$^{-1}$, corresponding to the full Run 2 dataset. They are searched for in events with two electrons or two muons and two or more jets, including jets identified as arising from the fragmentation of $c$- or $b$-quarks. The observed yield in each channel is consistent with the Standard Model background expectation. Leptoquarks with masses below 1.8 TeV and 1.7 TeV are excluded in the electron and muon channels, respectively, assuming a branching ratio into a charged lepton and a quark of 100%, with minimal dependence on the quark flavour. Upper limits on the aforementioned branching ratio are also given as a function of the leptoquark mass."
2010.02098,"A search for pair production of scalar leptoquarks, each decaying into either an electron or a muon and a top quark, is presented. This is the first leptoquark search using ATLAS data to investigate top-philic cross-generational couplings that could provide explanations for recently observed anomalies in $B$ meson decays. This analysis targets high leptoquark masses which cause the decay products of each resultant top quark to be contained within a single high-$p_{\mathrm{T}}$ large-radius jet. The full Run 2 dataset is exploited, consisting of 139 fb$^{-1}$ of data collected from proton-proton collisions at $\sqrt{s}=13$ TeV from 2015 to 2018 with the ATLAS detector at the CERN Large Hadron Collider. In the absence of any significant deviation from the background expectation, lower limits on the leptoquark masses are set at 1480 GeV and 1470 GeV for the electron and muon channel, respectively."
2210.04517,"A search for pair-produced scalar and vector leptoquarks decaying into quarks and leptons of different generations is presented. It uses the full LHC Run 2 (2015-2018) data set of 139 fb$^{-1}$ collected with the ATLAS detector in proton-proton collisions at a centre-of-mass energy of $\sqrt{s} = 13$ TeV. Scalar leptoquarks with charge -(1/3)e as well as scalar and vector leptoquarks with charge +(2/3)e are considered. All possible decays of the pair-produced leptoquarks into quarks of the third generation (t, b) and charged or neutral leptons of the first or second generation ($e, μ, ν$) with exactly one electron or muon in the final state are investigated. No significant deviations from the Standard Model expectation are observed. Upper limits on the production cross-section are provided for eight models as a function of the leptoquark mass and the branching ratio of the leptoquark into the charged or neutral lepton. In addition, lower limits on the leptoquark masses are derived for all models across a range of branching ratios. Two of these models have the goal of providing an explanation for the recent B-anomalies. In both models, a vector leptoquark decays into charged and neutral leptons of the second generation with a similar branching fraction. Lower limits of 1980 GeV and 1710 GeV are set on the leptoquark mass for these two models."
1303.0526,"A search for pair-produced third generation scalar leptoquarks is presented, using proton-proton collisions at sqrt(s)= 7 TeV at the LHC. The data were recorded with the ATLAS detector and correspond to an integrated luminosity of 4.7 fb-1. Each leptoquark is assumed to decay to a tau lepton and a b-quark with a branching fraction equal to 100%. No statistically significant excess above the Standard Model expectation is observed. Third generation leptoquarks are therefore excluded at 95% confidence level for masses less than 534 GeV."
1902.08103,"Limits are set on the pair production of scalar leptoquarks, where all possible decays of the leptoquark into a quark ($t$, $b$) and a lepton ($τ$, $ν$) of the third generation are considered. The limits are presented as a function of the leptoquark mass and the branching ratio into charged leptons for up-type ($\mathrm{LQ}_{3}^{u}$ $\rightarrow t ν/ b τ$) and down-type ($\mathrm{LQ}_{3}^{d}$ $\rightarrow b ν/ t τ$) leptoquarks. Many results are reinterpretations of previously published ATLAS searches. In all cases, LHC proton-proton collision data at a centre-of-mass energy of $\sqrt{s}$ = 13 TeV recorded by the ATLAS detector in 2015 and 2016 are used, corresponding to an integrated luminosity of 36.1 fb$^{-1}$. Masses below 800 GeV are excluded for both $\mathrm{LQ}_{3}^{u}$ and $\mathrm{LQ}_{3}^{d}$ independently of the branching ratio, with masses below about 1 TeV being excluded for the limiting cases of branching ratios equal to zero or unity."
2101.11582,"A search for pair production of third-generation scalar leptoquarks decaying into a top quark and a $τ$-lepton is presented. The search is based on a dataset of $pp$ collisions at $\sqrt{s}=13$ TeV recorded with the ATLAS detector during Run 2 of the Large Hadron Collider, corresponding to an integrated luminosity of 139 fb$^{-1}$. Events are selected if they have one light lepton (electron or muon) and at least one hadronically decaying $τ$-lepton, or at least two light leptons. In addition, two or more jets, at least one of which must be identified as containing $b$-hadrons, are required. Six final states, defined by the multiplicity and flavour of lepton candidates, are considered in the analysis. Each of them is split into multiple event categories to simultaneously search for the signal and constrain several leading backgrounds. The signal-rich event categories require at least one hadronically decaying $τ$-lepton candidate and exploit the presence of energetic final-state objects, which is characteristic of signal events. No significant excess above the Standard Model expectation is observed in any of the considered event categories, and 95% CL upper limits are set on the production cross section as a function of the leptoquark mass, for different assumptions about the branching fractions into $tτ$ and $bν$. Scalar leptoquarks decaying exclusively into $tτ$ are excluded up to masses of 1.43 TeV while, for a branching fraction of 50% into $tτ$, the lower mass limit is 1.22 TeV."
2303.01294,"A search for pair-produced scalar or vector leptoquarks decaying into a $b$-quark and a $τ$-lepton is presented using the full LHC Run 2 (2015-2018) data sample of 139 fb$^{-1}$ collected with the ATLAS detector in proton-proton collisions at a centre-of-mass energy of $\sqrt{s} =13$ TeV. Events in which at least one $τ$-lepton decays hadronically are considered, and multivariate discriminants are used to extract the signals. No significant deviations from the Standard Model expectation are observed and 95% confidence-level upper limits on the production cross-section are derived as a function of leptoquark mass and branching ratio $B$ into a $τ$-lepton and $b$-quark. For scalar leptoquarks, masses below 1460 GeV are excluded assuming $B=100$%, while for vector leptoquarks the corresponding limit is 1650 GeV (1910 GeV) in the minimal-coupling (Yang-Mills) scenario."
2305.15962,"A search for leptoquarks decaying into the $bτ$ final state is performed using Run 2 proton-proton collision data from the Large Hadron Collider, corresponding to an integrated luminosity of 139 fb$^{-1}$ at $\sqrt{s} = 13$ TeV recorded by the ATLAS detector. The benchmark models considered in this search are vector leptoquarks with electric charge of 2/3e and scalar leptoquarks with an electric charge of 4/3e. No significant excess above the Standard Model prediction is observed, and 95% confidence level upper limits are set on the cross-section times branching fraction of leptoquarks decaying into $bτ$. For the vector leptoquark production two models are considered: the Yang-Mills and Minimal coupling models. In the Yang-Mills (Minimal coupling) scenario, vector leptoquarks with a mass below 1.58 (1.35) TeV are excluded for a gauge coupling of 1.0 and below 2.05 (1.99) TeV for a gauge coupling of 2.5. In the case of scalar leptoquarks, masses below 1.28 TeV (1.53 TeV) are excluded for a Yukawa coupling of 1.0 (2.5). Finally, an interpretation of the results with minimal model dependence is performed for each of the signal region categories, and limits on the visible cross-section for beyond the Standard Model processes are provided."
2306.17642,"A search for leptoquark pair production decaying into $te^- \bar{t}e^+$ or $tμ^- \bar{t}μ^+$ in final states with multiple leptons is presented. The search is based on a dataset of $pp$ collisions at $\sqrt{s}$=13 TeV recorded with the ATLAS detector during Run 2 of the Large Hadron Collider, corresponding to an integrated luminosity of 139~fb$^{-1}$. Events are selected with two or more light leptons (electron or muon) and at least two jets out of which at least one jet is identified as coming from a $b$-hadron. Four signal regions, with the requirement of at least three light leptons, are considered based on the number of leptons of a given flavour. The main background processes are estimated using dedicated control regions in a simultaneous fit with the signal regions to data. No excess above the Standard Model background prediction is observed and 95% confidence level limits on the production cross section times branching ratio are derived as a function of the leptoquark mass. Under the assumption of exclusive decays into $te^{-}$ ($tμ^{-}$), the corresponding lower limit on the scalar mixed-generation leptoquark mass $m_{\mathrm{LQ}_{\mathrm{mix}}^{\mathrm{d}}}$ is at 1.58 (1.59) TeV and on the vector leptoquark mass $m_{\tilde{U}_1}$ at 1.67 (1.67) TeV in the minimal coupling scenario and at 1.95 (1.95) TeV in the Yang-Mills scenario."
2606.02067,"A search for leptoquark signals is performed in final states with a hadronically decaying $τ$-lepton and missing transverse momentum, using data from proton--proton collisions at a centre-of-mass energy of $\sqrt{s}=13$ TeV recorded by the ATLAS detector at the Large Hadron Collider during Run 2 (2015--18), corresponding to an integrated luminosity of 140 fb$^{-1}$. The analysis is designed to probe both resonant production and non-resonant $t$-channel exchange of the leptoquark, covering a wide range of coupling scenarios. No excess above the Standard Model background prediction is observed. Limits are set on the couplings in the benchmark $U_1$ vector-leptoquark model at 95% confidence level for masses between 1.5 TeV and 3.0 TeV."
1201.3293,"The ATLAS detector is used to search for excited leptons in the electromagnetic radiative decay channel l* --&gt; l+gamma. Results are presented based on the analysis of pp collisions at a center-of-mass energy of 7 TeV corresponding to an integrated luminosity of 2.05/fb. No evidence for excited leptons is found, and limits are set on the compositeness scale Lambda as a function of the excited lepton mass m_l*. In the special case where Lambda = m_l*, excited electron and muon masses below 1.87 TeV and 1.75 TeV are excluded at 95% C.L., respectively."
1308.1364,"The ATLAS detector at the LHC is used to search for excited electrons and excited muons in the channel pp -&gt; ll* -&gt; llgamma, assuming that excited leptons are produced via contact interactions. The analysis is based on 13 fb-1 of pp collisions at a centre-of-mass energy of 8 TeV. No evidence for excited leptons is found, and a limit is set at the 95% credibility level on the cross section times branching ratio as a function of the excited-lepton mass m_l*. For m_l* &gt; 0.8 TeV, the respective upper limits on sigma*B(l* -&gt; lgamma) are 0.75 fb and 0.90 fb for the e* and mu* searches. Limits on sigma*B are converted into lower bounds on the compositeness scale Lambda. In the special case where Lambda = m_l*, excited-electron and excited-muon masses below 2.2 TeV are excluded."
1601.05627,"A new search signature for excited leptons is explored. Excited muons are sought in the channel $pp \to μμ^* \to μμ\textrm{ jet jet}$, assuming both the production and decay occur via a contact interaction. The analysis is based on 20.3 fb$^{-1}$ of $pp$ collision data at a centre-of-mass energy of $\sqrt{s}$ = 8 TeV taken with the ATLAS detector at the Large Hadron Collider. No evidence of excited muons is found, and limits are set at the 95% confidence level on the cross section times branching ratio as a function of the excited-muon mass $m_{μ^*}$. For $m_{μ^*}$ between 1.3 TeV and 3.0 TeV, the upper limit on $σB(μ^* \to μq \bar{q}$) is between 0.6 and 1 fb. Limits on $σB$ are converted to lower bounds on the compositeness scale $Λ$. In the limiting case $Λ= m_{μ^*}$, excited muons with a mass below 2.9 TeV are excluded. With the same model assumptions, these limits at larger $μ^*$ masses improve upon previous limits from traditional searches based on the gauge-mediated decay $μ^* \to μγ$."
1906.03204,"A search for excited electrons produced in $pp$ collisions at $\sqrt{s} = 13$ TeV via a contact interaction $q\bar{q} \to ee^*$ is presented. The search uses 36.1 fb$^{-1}$ of data collected in 2015 and 2016 by the ATLAS experiment at the Large Hadron Collider. Decays of the excited electron via a contact interaction into an electron and a pair of quarks ($eq\bar{q}$) are targeted in final states with two electrons and two hadronic jets, and decays via a gauge interaction into a neutrino and a $W$ boson ($νW$) are probed in final states with an electron, missing transverse momentum, and a large-radius jet consistent with a hadronically decaying $W$ boson. No significant excess is observed over the expected backgrounds. Upper limits are calculated for the $pp \to ee^* \to eeq\bar{q}$ and $pp \to ee^* \to eνW$ production cross sections as a function of the excited electron mass $m_{e^*}$ at 95% confidence level. The limits are translated into lower bounds on the compositeness scale parameter $Λ$ of the model as a function of $m_{e^*}$. For $m_{e^*} &lt; 0.5$ TeV, the lower bound for $Λ$ is 11 TeV. In the special case of $m_{e^*} = Λ$, the values of $m_{e^*} &lt; 4.8$ TeV are excluded. The presented limits on $Λ$ are more stringent than those obtained in previous searches."
2303.09444,"A search is reported for excited $τ$-leptons and leptoquarks in events with two hadronically decaying $τ$-leptons and two or more jets. The search uses proton-proton (pp) collision data at $\sqrt{s} = 13$ TeV recorded by the ATLAS experiment during the Run 2 of the Large Hadron Collider in 2015-2018. The total integrated luminosity is 139 fb$^{-1}$. The excited $τ$-lepton is assumed to be produced and to decay via a four-fermion contact interaction into an ordinary $τ$-lepton and a quark-antiquark pair. The leptoquarks are assumed to be produced in pairs via the strong interaction, and each leptoquark is assumed to couple to a charm or lighter quark and a $τ$-lepton. No excess over the background prediction is observed. Excited $τ$-leptons with masses below 2.8 TeV are excluded at 95% CL in scenarios with the contact interaction scale $Λ$ set to 10 TeV. At the extreme limit of model validity where $Λ$ is set equal to the excited $τ$-lepton mass, excited $τ$-leptons with masses below 4.6 TeV are excluded. Leptoquarks with masses below 1.3 TeV are excluded at 95% CL if their branching ratio to a charm quark and a $τ$-lepton equals 1. The analysis does not exploit flavour-tagging in the signal region."
1203.5420,"This letter reports on a search for hypothetical heavy neutrinos, N, and right-handed gauge bosons, WR, in events with two high transverse momentum leptons and at least one high transverse momentum hadronic jet. The results were obtained from data corresponding to an integrated luminosity of 2.1 fb^-1 collected in proton-proton collisions at sqrt(s) = 7 TeV with the ATLAS detector at the CERN Large Hadron Collider. No excess above the Standard Model background expectation is observed. Excluded mass regions for Majorana and Dirac neutrinos are presented using two approaches for interactions that violate lepton and lepton-flavour numbers. One approach uses an effective operator framework, the other approach is guided by the Left-Right Symmetric Model. The results described in this letter represent the most stringent limits to date on the masses of heavy neutrinos and WR bosons obtained in direct searches."
1506.06020,"A search for heavy Majorana neutrinos in events containing a pair of high-$p_{\mathrm{T}}$ leptons of the same charge and high-$p_{\mathrm{T}}$ jets is presented. The search uses $20.3 \mathrm{fb}^{-1}$ of $pp$ collision data collected with the ATLAS detector at the CERN Large Hadron Collider with a centre-of-mass energy of $\sqrt{s} = 8$ TeV. The data are found to be consistent with the background-only hypothesis based on the Standard Model expectation. In the context of a Type-I seesaw mechanism, limits are set on the production cross-section times branching ratio for production of heavy Majorana neutrinos in the mass range between 100 and 500 GeV. The limits are subsequently interpreted as limits on the mixing between the heavy Majorana neutrinos and the Standard Model neutrinos. In the context of a left-right symmetric model, limits on the production cross-section times branching ratio are set with respect to the masses of heavy Majorana neutrinos and heavy gauge bosons $W_{\mathrm{R}}$ and $Z'$."
1809.11105,"A search for heavy right-handed Majorana or Dirac neutrinos $N_R$ and heavy right-handed gauge bosons $W_R$ is performed in events with a pair of energetic electrons or muons, with the same or opposite electric charge, and two energetic jets. The events are selected from $pp$ collision data with an integrated luminosity of 36.1 fb$^{-1}$ collected by the ATLAS detector at $\sqrt{s}$ = 13 TeV. No significant deviations from the Standard Model are observed. The results are interpreted within the theoretical framework of a left-right symmetric model and lower limits are set on masses in the heavy right-handed $W$ boson and neutrino mass plane. The excluded region extends to $m_{W_R}=4.7$ TeV for both Majorana and Dirac $N_R$ neutrinos."
1904.12679,"A search for a right-handed gauge boson $W_{\mathrm{R}}$, decaying into a boosted right-handed heavy neutrino $N_{\mathrm{R}}$, in the framework of Left-Right Symmetric Models is presented. It is based on data from proton-proton collisions with a centre-of-mass energy of 13 TeV collected by the ATLAS detector at the Large Hadron Collider during the years 2015, 2016 and 2017, corresponding to an integrated luminosity of 80 fb$^{-1}$. The search is performed separately for electrons and muons in the final state. A distinguishing feature of the search is the use of large-radius jets containing electrons. Selections based on the signal topology result in smaller background compared with to expected signal. No significant deviation from the Standard Model prediction is observed and lower limits are set in the $W_{\mathrm{R}}$ and $N_{\mathrm{R}}$ mass plane. Mass values of the $W_{\mathrm{R}}$ smaller than 3.8-5 TeV are excluded for $N_{\mathrm{R}}$ in the mass range 0.1-1.8 TeV."
2304.09553,"A search for heavy right-handed Majorana or Dirac neutrinos $N_{\mathrm{R}}$ and heavy right-handed gauge bosons $W_{\mathrm{R}}$ is performed in events with energetic electrons or muons, with the same or opposite electric charge, and energetic jets. The search is carried out separately for topologies of clearly separated final-state products (``resolved'' channel) and topologies with boosted final states with hadronic and/or leptonic products partially overlapping and reconstructed as a large-radius jet (``boosted'' channel). The events are selected from $pp$ collision data at the LHC with an integrated luminosity of 139 fb$^{-1}$ collected by the ATLAS detector at $\sqrt{s}$ = 13 TeV. No significant deviations from the Standard Model predictions are observed. The results are interpreted within the theoretical framework of a left-right symmetric model, and lower limits are set on masses in the heavy right-handed $W_{\mathrm{R}}$ boson and $N_{\mathrm{R}}$ plane. The excluded region extends to about $m(W_{\mathrm{R}}) = 6.4$ TeV for both Majorana and Dirac $N_{\mathrm{R}}$ neutrinos at $m(N_{\mathrm{R}})&lt;1$ TeV. $N_{\mathrm{R}}$ with masses of less than 3.5 (3.6) TeV are excluded in the electron (muon) channel at $m(W_{\mathrm{R}})=4.8$ TeV for the Majorana neutrinos, and limits of $m(N_{\mathrm{R}})$ up to 3.6 TeV for $m(W_{\mathrm{R}}) = 5.2$ (5.0) TeV in the electron (muon) channel are set for the Dirac neutrinos. These constitute the most stringent exclusion limits to date for the model considered."
1311.2006,"This Letter presents a search for quantum black-hole production using 20.3 inverse fb of data collected with the ATLAS detector in pp collisions at the LHC at sqrt(s) = 8 TeV. The quantum black holes are assumed to decay into a lepton (electron or muon) and a jet. In either channel, no event with a lepton-jet invariant mass of 3.5 TeV or more is observed, consistent with the expected background. Limits are set on the product of cross sections and branching fractions for the lepton+jet final states of quantum black holes produced in a search region for invariant masses above 1 TeV. The combined 95% confidence level upper limit on this product for quantum black holes with threshold mass above 3.5 TeV is 0.18 fb. This limit constrains the threshold quantum black-hole mass to be above 5.3 TeV in the model considered."
2307.14967,"A search for quantum black holes in electron+jet and muon+jet invariant mass spectra is performed with 140 fb$^{-1}$ of data collected by the ATLAS detector in proton-proton collisions at $\sqrt{s}$ = 13 TeV at the Large Hadron Collider. The observed invariant mass spectrum of lepton+jet pairs is consistent with Standard Model expectations. Upper limits are set at 95% confidence level on the production cross-sections times branching fractions for quantum black holes decaying into a lepton and a quark in a search region with invariant mass above 2.0 TeV. The resulting quantum black hole lower mass threshold limit is 9.2 TeV in the Arkani-Hamed-Dimopoulos-Dvali model, and 6.8 TeV in the Randall-Sundrum model."
2604.19495,"A search for quantum black holes in electron+jet or muon+jet final states with high invariant mass is performed. The analysis uses data from $\sqrt{s}=13.6~\textrm{TeV}$ $pp$ collisions recorded by the ATLAS detector between 2022 and 2024 during Run~3 of the Large Hadron Collider, corresponding to an integrated luminosity of $164~\mathrm{fb}^{-1}$. This search is strongly motivated by a dramatic increase of the production cross-section by up to an order of magnitude for the highest masses considered, thanks to the small increase of $0.6~\textrm{TeV}$ in centre-of-mass energy between Run~2 and Run~3. No significant excess above the Standard Model background is observed, and 95\% CL upper limits are set on the production cross-section times branching ratio in several benchmark models, reaching a mass scale of $9.4~\textrm{TeV}$. These represent the strongest exclusion limits to date on quantum black hole production."
2507.03650,"This paper presents a search for physics beyond the Standard Model targeting a heavy resonance visible in the invariant mass of the lepton-jet system. The analysis focuses on final states with a high-energy lepton and jet, and is optimised for the resonant production of leptoquarks-a novel production mode mediated by the lepton content of the proton originating from quantum fluctuations. Four distinct and orthogonal final states are considered: $e$+light jet, $μ$+light jet, $e$+$b$-jet, and $μ$+$b$-jet, constituting the first search at the Large Hadron Collider for resonantly produced leptoquarks with couplings to electrons and muons. Events with an additional same-flavour lepton, as expected from higher-order diagrams in the signal process, are also included in each channel. The search uses proton-proton collision data from the full Run 2, corresponding to an integrated luminosity of 140 fb$^{-1}$ at a centre-of-mass energy of $\sqrt{s} = 13$ TeV, and from a part of Run 3 (2022-2023), corresponding to 55 fb$^{-1}$ at $\sqrt{s} = 13.6$ TeV. No significant excess over Standard Model predictions is observed. The results are interpreted as exclusion limits on scalar leptoquark ($\tilde{S}_1$) production, substantially improving upon previous ATLAS constraints from leptoquark pair production for large coupling values. The excluded $\tilde{S}_1$ mass ranges depend on the coupling strength, reaching up to 3.4 TeV for quark-lepton couplings $y_{de} = 1.0$, and up to 4.3 TeV, 3.1 TeV, and 2.8 TeV for $y_{sμ}$, $y_{be}$, and $y_{bμ}$ couplings set to 3.5, respectively."
1506.01291,"A search for heavy leptons decaying to a $Z$ boson and an electron or a muon is presented. The search is based on $pp$ collision data taken at $\sqrt{s}=8$ TeV by the ATLAS experiment at the CERN Large Hadron Collider, corresponding to an integrated luminosity of 20.3 fb$^{-1}$. Three high-transverse-momentum electrons or muons are selected, with two of them required to be consistent with originating from a $Z$ boson decay. No significant excess above Standard Model background predictions is observed, and 95% confidence level limits on the production cross section of high-mass trilepton resonances are derived. The results are interpreted in the context of vector-like lepton and type-III seesaw models. For the vector-like lepton model, most heavy lepton mass values in the range 114-176 GeV are excluded. For the type-III seesaw model, most mass values in the range 100-468 GeV are excluded."
1501.03276,"A search for the decays of the Higgs and $Z$ bosons to $J/ψγ$ and $Υ(nS)γ$ ($n=1,2,3$) is performed with $pp$ collision data samples corresponding to integrated luminosities of up to $20.3\mathrm{fb}^{-1}$ collected at $\sqrt{s}=8\mathrm{TeV}$ with the ATLAS detector at the CERN Large Hadron Collider. No significant excess of events is observed above expected backgrounds and 95\% CL upper limits are placed on the branching fractions. In the $J/ψγ$ final state the limits are $1.5\times10^{-3}$ and $2.6\times10^{-6}$ for the Higgs and $Z$ boson decays, respectively, while in the $Υ(1S,2S,3S)\,γ$ final states the limits are $(1.3,1.9,1.3)\times10^{-3}$ and $(3.4,6.5,5.4)\times10^{-6}$, respectively."
1607.03400,"A search for the decays of the Higgs and $Z$ bosons to a $φ$ meson and a photon is performed with a $pp$ collision data sample corresponding to an integrated luminosity of 2.7 fb$^{-1}$ collected at $\sqrt{s}=$13 TeV with the ATLAS detector at the LHC. No significant excess of events is observed above the background, and 95% confidence level upper limits on the branching fractions of the Higgs and $Z$ boson decays to $φ\,γ$ of 1.4$\times$10$^{-3}$ and 8.3$\times$10$^{-6}$, respectively, are obtained."
1712.02758,"A search for the exclusive decays of the Higgs and $Z$ bosons to a $φ$ or $ρ$ meson and a photon is performed with a $pp$ collision data sample corresponding to an integrated luminosity of up to 35.6 $fb^{-1}$ collected at $\sqrt{s}=13$ TeV with the ATLAS detector at the CERN Large Hadron Collider. These decays have been suggested as a probe of the Higgs boson couplings to light quarks. No significant excess of events is observed above the background, as expected from the Standard Model. Upper limits at 95$\% $ confidence level were obtained on the branching fractions of the Higgs boson decays to $φγ$ and $ργ$ of $5.0\times10^{-4}$ and $10.4\times10^{-4}$, respectively. The corresponding 95$\% $ confidence level upper limits for the $Z$ boson decays are $0.7\times10^{-6}$ and $4.0\times10^{-6}$ for $φγ$ and $ργ$, respectively."
1807.00802,"Searches for the exclusive decays of the Higgs and $Z$ bosons into a $J/ψ$, $ψ(2S)$, or $Υ(nS)$ ($n=1,2,3$) meson and a photon are performed with a $pp$ collision data sample corresponding to an integrated luminosity of 36.1 fb$^{-1}$ collected at $\sqrt{s}=13$ TeV with the ATLAS detector at the CERN Large Hadron Collider. No significant excess of events is observed above the expected backgrounds, and 95% confidence-level upper limits on the branching fractions of the Higgs boson decays to $J/ψγ$, $ψ(2S)γ$, and $Υ(nS)γ$ of $3.5\times10^{-4}$, $2.0\times10^{-3}$, and $(4.9,5.9,5.7)\times10^{-4}$, respectively, are obtained assuming Standard Model production. The corresponding 95% confidence-level upper limits for the branching fractions of the $Z$ boson decays are $2.3\times10^{-6}$, $4.5\times10^{-6}$ and $(2.8,1.7,4.8)\times10^{-6}$, respectively."
2208.03122,"Searches for the exclusive decays of Higgs and $Z$ bosons into a vector quarkonium state and a photon are performed in the $μ^+μ^- γ$ final state with a proton$-$proton collision data sample corresponding to an integrated luminosity of $139$ fb$^{-1}$ collected at $\sqrt{s}=13$ TeV with the ATLAS detector at the CERN Large Hadron Collider. The observed data are compatible with the expected backgrounds. The 95% confidence-level upper limits on the branching fractions of the Higgs boson decays into $J/ψγ$, $ψ(2S) γ$, and $Υ(1S,2S,3S) γ$ are found to be $2.0\times10^{-4}$, $10.5\times10^{-4}$, and $(2.5,4.2,3.4)\times10^{-4}$, respectively, assuming Standard Model production of the Higgs boson. The corresponding 95% CL upper limits on the branching fractions of the $Z$ boson decays are $1.2\times10^{-6}$, $2.4\times10^{-6}$, and $(1.1,1.3,2.4)\times10^{-6}$. An observed 95% CL interval of $(-133,175)$ is obtained for the $κ_c/κ_γ$ ratio of Higgs boson coupling modifiers, and a 95% CL interval of $(-37,40)$ is obtained for $κ_b/κ_γ$."
